                  0.005                 -0.0005      0.0284713567839196        1.16808636028321        83.5394477894099       0.119260494940582        -1002.6126717893     -0.0405552829356769        299.148495061554                     300                       0                       0                       0                       0                       0                       0                       0        11521.5497841004        41.3576886862233                       0      -0.204826021628239   1.83100000867853E-005     0.00017553393399716                       0      -0.213498174032906                       0                       0                       0        10962.4996244139        10688.9897082425                       1                       1                       1 
                  0.005                 -0.0005      0.0286718592964824        1.16808967883602        83.2871626558959       0.119236063919712       -1002.21011261936     -0.0437816595819574         299.14883990891                     300                       0                       0                       0                       0                       0                       0                       0        11513.8819589988        41.3492423672866                       0       -0.20438634360069   1.83100000867853E-005    0.000175535114246071                       0      -0.241196895537332                       0                       0                       0        10962.4996244139        10689.3885479692                       1                       1                       1 
                  0.005                 -0.0005      0.0288723618090452        1.16809299738884        83.0348775223904       0.119211632898846       -1001.80755344941     -0.0470080360427011        299.149184756266                     300                       0                       0                       0                       0                       0                       0                       0        11506.2141338994        41.3407960483516                       0      -0.203946665573965   1.83100000867853E-005    0.000175536294494979                       0      -0.268895615135294                       0                       0                       0        10962.4996147719        10689.7873876959                       1                       1                       1 
                  0.005                 -0.0005       0.029072864321608        1.16809631595708        82.7867386154257        0.11918723362525       -1001.40552109901      -0.048366735555694        299.149527984275                     300                       0                       0                       0                       0                       0                       0                       0        11498.4094156295        41.3323604259086                       0      -0.203520892147184   1.83100000867853E-005    0.000175537451080673                       0      -0.296061637852469                       0                       0                       0        10962.4996147719        10690.1838550635                       1                       1                       1 
                  0.005                 -0.0005      0.0292733668341709        1.16809960066276        82.3601158812801       0.119163459182952       -1001.00908622775     -0.0499395944101727         299.14986578394                     300                       0                       0                       0                       0                       0                       0                       0        11490.6750721303        41.3241413773667                       0      -0.203027421168324   1.83100000867853E-005    0.000175538461078729                       0      -0.188381068773457                       0                       0                       0        10962.4996147719        10690.5791310087                       1                       1                       1 
                  0.005                 -0.0005      0.0294738693467337        1.16810288629298        81.9075281631745       0.119139705119052       -1000.61254485103     -0.0509859229182158        299.150202201747                     300                       0                       0                       0                       0                       0                       0                       0        11483.1513914065        41.3159294562779                       0      -0.202502187579856   1.83100000867853E-005    0.000175539494028003                       0     -0.0675624370767972                       0                       0                       0          10962.49960513        10690.9778857845                       1                       1                       1 
                  0.005                 -0.0005      0.0296743718592965         1.1681061719232        81.4549404451344       0.119115951055142        -1000.2160034743     -0.0520322512407219        299.150538619554                     300                       0                       0                       0                       0                       0                       0                       0        11475.6277106799        41.3077175351855                       0      -0.201976953991337   1.83100000867853E-005    0.000175540526977279                       0      0.0532561952571019                       0                       0                       0          10962.49960513        10691.3766405603                       1                       1                       1 
                  0.005                 -0.0005      0.0298748743718593        1.16810943483145        81.0131577956808       0.119092412052401       -999.822273383929     -0.0535948039197734         299.15087491945                     300                       0                       0                       0                       0                       0                       0                       0        11467.8687445189        41.2995800818332                       0      -0.201469425905488   1.83100000867853E-005    0.000175541513312804                       0       0.153898297978305                       0                       0                       0          10962.49960513        10691.7705337765                       1                       1                       1 
                  0.005                 -0.0005      0.0300753768844221        1.16811266727849        80.5577087001042       0.119069263632916       -999.433147329475     -0.0535775337969285        299.151207147994                     300                       0                       0                       0                       0                       0                       0                       0        11460.3991660144        41.2915777734574                       0      -0.200889895388068   1.83100000867853E-005    0.000175542532717557                       0       0.203604797015325                       0                       0                       0          10962.49960513        10692.1678060942                       1                       1                       1 
                  0.005                 -0.0005      0.0302758793969849        1.16811590340379        80.0978866303419       0.119046106195315       -999.043857354631     -0.0535600663068361        299.151539375387                     300                       0                       0                       0                       0                       0                       0                       0        11453.0071883519        41.2835723110322                       0      -0.200298985954064   1.83100000867853E-005    0.000175543562752169                       0       0.253495782661955                       0                       0                       0         10962.499595488        10692.5664600402                       1                       1                       1 
                  0.005                 -0.0005      0.0304763819095477        1.16811913646635        79.6417057655963       0.119022956266747       -998.654703869903     -0.0535427633430378        299.151871603738                     300                       0                       0                       0                       0                       0                       0                       0         11445.550595495        41.2755694748609                       0      -0.199717551300174   1.83100000867853E-005    0.000175544583935713                       0       0.303233153670645                       0                       0                       0         10962.499595488        10692.9639635582                       1                       1                       1 
                  0.005                 -0.0005      0.0306768844221106        1.16812232819534        79.2484232043748       0.119000149705923       -998.271206155372     -0.0523646521308038        299.152197186477                     300                       0                       0                       0                       0                       0                       0                       0        11437.8950820734        41.2676854184251                       0      -0.199154647846115   1.83100000867853E-005    0.000175545547148059                       0       0.220874978670979                       0                       0                       0         10962.499595488        10693.3571365641                       1                       1                       1 
                  0.005                 -0.0005      0.0308773869346734        1.16812549852515        78.8583253868519       0.118977487804991       -997.890110884051     -0.0523297476858092          299.1525209835                     300                       0                       0                       0                       0                       0                       0                       0        11430.5625518307        41.2598520751758                       0       -0.19853015373132   1.83100000867853E-005     0.00017554655022554                       0      0.0698514579928077                       0                       0                       0         10962.499595488        10693.7556908633                       1                       1                       1 
                  0.005                 -0.0005      0.0310778894472362        1.16812866885495        78.4682275694717        0.11895482590406       -997.509015612733      -0.052294844354036        299.152844780523                     300                       0                       0                       0                       0                       0                       0                       0        11423.2300215883        41.2520187319268                       0      -0.197905659616341   1.83100000867853E-005    0.000175547553303019                       0     -0.0811720634000616                       0                       0                       0         10962.499585846        10694.1542451625                       1                       1                       1 
                  0.005                 -0.0005       0.031278391959799        1.16813184152547        78.0898608101459       0.118932174412541       -997.128370053772     -0.0511693945045527         299.15316727741                     300                       0                       0                       0                       0                       0                       0                       0         11415.690987337         41.244188460326                       0      -0.197316774270692   1.83100000867853E-005    0.000175548524247862                       0      -0.229201121704648                       0                       0                       0         10962.499585846         10694.549166694                       1                       1                       1 
                  0.005                 -0.0005      0.0314788944723618        1.16813492978908        77.5750233429515       0.118909438652084       -996.757034364995     -0.0554261514992205        299.153486854453                     300                       0                       0                       0                       0                       0                       0                       0        11408.0218438939        41.2363290017668                       0      -0.196710572820365   1.83100000867853E-005    0.000175549635654048                       0      -0.264249120441771                       0                       0                       0         10962.499585846        10694.9443248697                       1                       1                       1 
                  0.005                 -0.0005      0.0316793969849246        1.16813801802423        77.0429161084726       0.118886714115209       -996.385792301102     -0.0596815095744693        299.153806427853                     300                       0                       0                       0                       0                       0                       0                       0        11400.5414937577        41.2284735682102                       0      -0.196066936350494   1.83100000867853E-005    0.000175550776054498                       0      -0.299154278720049                       0                       0                       0         10962.499576204         10695.342765843                       1                       1                       1 
                  0.005                 -0.0005      0.0318798994974874        1.16814110625938        76.5108088732806       0.118863989578339       -996.014550237212     -0.0639368676497182        299.154126001253                     300                       0                       0                       0                       0                       0                       0                       0        11393.0611436227        41.2206181346554                       0      -0.195423299881145   1.83100000867853E-005    0.000175551916454948                       0      -0.334059435068672                       0                       0                       0         10962.499576204        10695.7412068163                       1                       1                       1 
                  0.005                 -0.0005      0.0320804020100503        1.16814415501767        75.9063476747833       0.118841694648577       -995.647483574773     -0.0651719553536397        299.154440521459                     300                       0                       0                       0                       0                       0                       0                       0        11385.3031719619        41.2129107009601                       0      -0.194868988357639   1.83100000867853E-005    0.000175552937356106                       0      -0.296258529074737                       0                       0                       0         10962.499576204        10696.1335401133                       1                       1                       1 
                  0.005                 -0.0005      0.0322809045226131        1.16814714468454        75.1090789975712       0.118820108011544       -995.287579000939     -0.0575929357640117        299.154744121099                     300                       0                       0                       0                       0                       0                       0                       0        11377.9257541323        41.2054483777613                       0      -0.194278831622459   1.83100000867853E-005    0.000175553910232262                       0      -0.151594830732901                       0                       0                       0         10962.499576204        10696.5307066134                       1                       1                       1 
                  0.005                 -0.0005      0.0324814070351759        1.16815013434108         74.302796449763       0.118798530024591       -994.927836481774     -0.0489688466930255        299.155046903354                     300                       0                       0                       0                       0                       0                       0                       0        11370.6150384329        41.1979891964508                       0      -0.193672631278609   1.83100000867853E-005    0.000175554895382036                       0    -0.00745127069924957                       0                       0                       0         10962.499566562        10696.9290641994                       1                       1                       1 
                  0.005                 -0.0005      0.0326819095477387        1.16815312401853        73.5147607518316       0.118776934527198       -994.567765914039     -0.0424603001816272        299.155351340249                     300                       0                       0                       0                       0                       0                       0                       0        11363.1692970704        41.1905236549858                       0      -0.193098908140714   1.83100000867853E-005     0.00017555585568623                       0       0.137745210811825                       0                       0                       0         10962.499566562        10697.3250106607                       1                       1                       1 
                  0.005                 -0.0005      0.0328824120603015        1.16815604289245        72.7468856723185       0.118755979394957       -994.216704413836     -0.0433870926857683        299.155652473063                     300                       0                       0                       0                       0                       0                       0                       0        11355.5849120301        41.1832792963273                       0      -0.192612884552523   1.83100000867853E-005    0.000175556813569899                       0       0.190788663415242                       0                       0                       0         10962.499566562        10697.7180877933                       1                       1                       1 
                  0.005                 -0.0005      0.0330829145728643        1.16815890147347        71.9270371334467       0.118735307140442       -993.870098713673     -0.0498398874090918        299.155955253849                     300                       0                       0                       0                       0                       0                       0                       0        11348.2982829254        41.1761336341333                       0      -0.192066746473767   1.83100000867853E-005    0.000175557819887573                       0       0.217400937305914                       0                       0                       0         10962.499566562        10698.1163441749                       1                       1                       1 
                  0.005                 -0.0005      0.0332834170854271        1.16816176005449        71.1071885941199       0.118714634885932       -993.523493013506     -0.0562926821324151        299.156258034635                     300                       0                       0                       0                       0                       0                       0                       0        11341.0116538218        41.1689879719408                       0      -0.191520608395619   1.83100000867853E-005    0.000175558826205244                       0        0.24401321276604                       0                       0                       0          10962.49955692        10698.5146005565                       1                       1                       1 
                  0.005                 -0.0005        0.03348391959799        1.16816464713193        70.3512269011895       0.118693984270615       -993.177043889326      -0.056953982151018        299.156554384061                     300                       0                       0                       0                       0                       0                       0                       0        11333.4426568117        41.1618487950167                       0      -0.191060795489642   1.83100000867853E-005    0.000175559798946481                       0       0.243961661066105                       0                       0                       0          10962.49955692        10698.9079722142                       1                       1                       1 
                  0.005                 -0.0005      0.0336844221105528        1.16816748547808        69.6688763978099       0.118674041094168       -992.842439773387     -0.0453850653314976         299.15682778954                     300                       0                       0                       0                       0                       0                       0                       0        11325.9265613221        41.1549527566426                       0      -0.190665813792593   1.83100000867853E-005    0.000175560810272035                       0      0.0944713260775328                       0                       0                       0          10962.49955692        10699.3030397287                       1                       1                       1 
                  0.005                 -0.0005      0.0338849246231156          1.168170327959        68.9607897957588       0.118654198242142       -992.509587169806     -0.0313721023008364        299.157096950741                     300                       0                       0                       0                       0                       0                       0                       0        11318.5858758444        41.1480912323907                       0      -0.190223028550545   1.83100000867853E-005    0.000175561847882774                       0     -0.0546107712317982                       0                       0                       0        10962.4995472781        10699.7011971066                       1                       1                       1 
                  0.005                 -0.0005      0.0340854271356784        1.16817316884945        68.2626027364274       0.118634316799731       -992.176060836585     -0.0182992562882962        299.157367744529                     300                       0                       0                       0                       0                       0                       0                       0        11311.1777178632        41.1412164320766                       0      -0.189798631225974   1.83100000867853E-005     0.00017556287538276                       0      -0.203849899748515                       0                       0                       0        10962.4995472781        10700.0981659501                       1                       1                       1 
                  0.005                 -0.0005      0.0342859296482412        1.16817587507924        67.4692025360603       0.118614416389447       -991.847654802075     -0.0220316319161944        299.157649755771                     300                       0                       0                       0                       0                       0                       0                       0         11303.310004996        41.1343359048014                       0      -0.189540434078916   1.83100000867853E-005    0.000175563946358691                       0      -0.297013459435087                       0                       0                       0        10962.4995472781        10700.4901452403                       1                       1                       1 
                  0.005                 -0.0005       0.034486432160804        1.16817842874391        66.5118386239608        0.11859481654501       -991.528661078036     -0.0399043219267725        299.157935811746                     300                       0                       0                       0                       0                       0                       0                       0        11295.5822417902        41.1275605267938                       0      -0.189260822694822   1.83100000867853E-005    0.000175565147464368                       0       -0.33636925967752                       0                       0                       0        10962.4995472781        10700.8871922615                       1                       1                       1 
                  0.005                 -0.0005      0.0346869346733668        1.16818097570634        65.5471244118296       0.118575249800073       -991.210071635358     -0.0582162494850722        299.158221867722                     300                       0                       0                       0                       0                       0                       0                       0        11287.9141616529        41.1207967341175                       0      -0.188960775913718   1.83100000867853E-005    0.000175566358526411                       0      -0.375473162095909                       0                       0                       0        10962.4995376361        10701.2852369435                       1                       1                       1 
                  0.005                 -0.0005      0.0348874371859296         1.1681835472489         64.609367097762       0.118555561664229       -990.889999508986     -0.0749172935980871        299.158507923697                     300                       0                       0                       0                       0                       0                       0                       0        11280.0271965558        41.1139904527665                       0      -0.188735675030448   1.83100000867853E-005    0.000175567533073936                       0        -0.4155008953086                       0                       0                       0        10962.4995376361        10701.6796227494                       1                       1                       1 
                  0.005                 -0.0005      0.0350879396984925        1.16818607846181        63.3764780266392       0.118537253105766       -990.587308704751     -0.0754348443708899         299.15876696437                     300                       0                       0                       0                       0                       0                       0                       0        11271.9253163853        41.1076586305342                       0      -0.188752961391421   1.83100000867853E-005    0.000175568686459797                       0      -0.312231024323505                       0                       0                       0        10962.4995376361        10702.0726052964                       1                       1                       1 
                  0.005                 -0.0005      0.0352884422110553        1.16818857672323        62.0477761735265       0.118519315723243        -990.29046161887     -0.0732723272499061        299.159019400623                     300                       0                       0                       0                       0                       0                       0                       0        11264.1139795357        41.1014556948892                       0      -0.188673517577661   1.83100000867853E-005     0.00017556990852045                       0      -0.193678484163529                       0                       0                       0        10962.4995279941        10702.4705652016                       1                       1                       1 
                  0.005                 -0.0005      0.0354889447236181        1.16819107498466        60.7190743223303       0.118501378340741       -989.993614532991     -0.0711098101289222        299.159271836875                     300                       0                       0                       0                       0                       0                       0                       0        11256.3026426937        41.0952527592519                       0      -0.188594073764503   1.83100000867853E-005    0.000175571130581096                       0     -0.0751259442941741                       0                       0                       0        10962.4995279941        10702.8685251068                       1                       1                       1 
                  0.005                 -0.0005      0.0356894472361809        1.16819356266758        59.4346349888553       0.118483568938266       -989.697854445655     -0.0677465226603631        299.159521806983                     300                       0                       0                       0                       0                       0                       0                       0        11248.0067222774        41.0890926907292                       0      -0.188736839992426   1.83100000867853E-005    0.000175572405493873                       0       0.022063060960588                       0                       0                       0        10962.4995279941        10703.2603574239                       1                       1                       1 
                  0.005                 -0.0005      0.0358899497487437        1.16819591266777        57.9949290049029       0.118466963739419       -989.420671935382     -0.0574952218473371        299.159751059555                     300                       0                       0                       0                       0                       0                       0                       0        11239.6277410989        41.0833481676144                       0      -0.188975183452272   1.83100000867853E-005    0.000175574170367232                       0      0.0536148510556126                       0                       0                       0        10962.4995279941        10703.6553291591                       1                       1                       1 
                  0.005                 -0.0005      0.0360904522613065        1.16819824714589        56.4865384776326        0.11845051190335       -989.146113225718     -0.0467346775010706          299.1599783245                     300                       0                       0                       0                       0                       0                       0                       0        11231.4459698941        41.0776568241831                       0      -0.189121238540872   1.83100000867853E-005    0.000175576030015385                       0      0.0862704172514322                       0                       0                       0        10962.4995183521        10704.0531925768                       1                       1                       1 
                  0.005                 -0.0005      0.0362909547738693        1.16820059472037        55.0360987999693       0.118433930671308       -988.869340750534     -0.0364037945290592        299.160207266455                     300                       0                       0                       0                       0                       0                       0                       0        11223.0978077525         41.071920611736                       0      -0.189345159612705   1.83100000867853E-005    0.000175577809699699                       0       0.117994699921757                       0                       0                       0        10962.4995183521        10704.4486162104                       1                       1                       1 
                  0.005                 -0.0005      0.0364914572864322        1.16820273178578        53.7828770719339       0.118418298009544         -988.6104501049     -0.0411454219856487        299.160430719002                     300                       0                       0                       0                       0                       0                       0                       0        11213.8425016563        41.0665105721537                       0      -0.190199770847411   1.83100000867853E-005    0.000175579491809985                       0     0.00135433237777383                       0                       0                       0        10962.4995183521        10704.8403232708                       1                       1                       1 
                  0.005                 -0.0005       0.036691959798995        1.16820468131524        52.5007801909361       0.118403742309783       -988.370789472808     -0.0540856469686681         299.16064236478                     300                       0                       0                       0                       0                       0                       0                       0        11204.6028027625         41.061472672927                       0      -0.191216571786315   1.83100000867853E-005    0.000175581299573269                       0      -0.196183099636036                       0                       0                       0        10962.4995183521        10705.2372823709                       1                       1                       1 
                  0.005                 -0.0005      0.0368924623115578        1.16820662219566        51.2047836617133       0.118389251750612       -988.132222594745     -0.0670259861438275        299.160852903257                     300                       0                       0                       0                       0                       0                       0                       0        11195.4223869327        41.0564574014911                       0      -0.192213632249322   1.83100000867853E-005     0.00017558312445731                       0      -0.393313741734871                       0                       0                       0        10962.4995087101        10705.6350453837                       1                       1                       1 
                  0.005                 -0.0005      0.0370929648241206        1.16820861605584        49.9866314508873         0.1183743683417       -987.887040302074     -0.0797889342717312        299.161069998027        299.999999978431                       0                       0                       0                       0                       0                       0                       0        11185.8778873658        41.0513057107791                       0      -0.193318093631203   1.83100000867853E-005    0.000175584914853514                       0      -0.583589929352613                       0                       0                       0        10962.4995087101        10706.0279073801                       1                       1                       1 
                  0.005                 -0.0005      0.0372934673366834        1.16821063570116        48.0917555111933       0.118359891798163       -987.646658222038     -0.0757234969141526        299.161268754859        299.999997434486                       0                       0                       0                       0                       0                       0                       0        11176.1275928338         41.046299751075                       0      -0.193125428986783   1.83100000867853E-005    0.000175593568403964                       0       0.114316735430187                       0                       0                       0        10962.4995087101        10706.4207865224                       1                       1                       1 
                  0.005                 -0.0005      0.0374939698492462        1.16821261043605        46.0732135942523       0.118345774596317       -987.411646043867     -0.0725014081088375        299.161462584753        299.999993244699                       0                       0                       0                       0                       0                       0                       0         11166.917373198        41.0414190545723                       0       -0.19263925667447   1.83100000867853E-005    0.000175602762283439                       0       0.767004867268238                       0                       0                       0        10962.4994990682        10706.8184375747                       1                       1                       1 
                  0.005                 -0.0005       0.037694472361809        1.16821459663323        44.0862343787806       0.118331565681315       -987.175263330207     -0.0690640760009771        299.161657672126        299.999989474973                       0                       0                       0                       0                       0                       0                       0        11157.5693127105        41.0365063877091                       0      -0.192227994981808   1.83100000867853E-005    0.000175611818257217                       0        1.43123391893213                       0                       0                       0        10962.4994990682        10707.2148707143                       1                       1                       1 
                  0.005                 -0.0005      0.0378949748743719        1.16821630820236          47.02512967924       0.118320011002753       -986.975161670958      -0.056094752061243        299.161817564809        299.999989014924                       0                       0                       0                       0                       0                       0                       0        11154.8156222345         41.032500634003                       0      -0.194212901513395   1.83100000867853E-005     0.00017556633632355                       0       -3.40671834764536                       0                       0                       0        10962.4994990682        10707.6063818988                       1                       1                       1 
                  0.005                 -0.0005      0.0380954773869347         1.1682174439615        58.6320264809021       0.118313476254155       -986.847337060632      -0.032730264798857        299.161911421063        299.999992309685                       0                       0                       0                       0                       0                       0                       0         11165.416841811        41.0302151548837                       0      -0.199483495525624   1.83100000867853E-005     0.00017542075021057                       0       -17.9796497590202                       0                       0                       0        10962.4994990682        10708.0012569071                       1                       1                       1 
                  0.005                 -0.0005      0.0382959798994975        1.16821853266328        70.9906463601071       0.118307059007234       -986.723440253923     -0.0122169142250157        299.162004357427        299.999996533296                       0                       0                       0                       0                       0                       0                       0        11177.4873330227        41.0279705563616                       0      -0.204684793012487   1.83100000867853E-005    0.000175264632633786                       0       -33.1903672585667                       0                       0                       0        10962.4994894262         10708.398823716                       1                       1                       1 
                  0.005                 -0.0005      0.0384964824120603          1.168219685739        82.3209172830844       0.118300481019298       -986.594170254783      0.0121967598458257         299.16209855219        299.999999486249                       0                       0                       0                       0                       0                       0                       0        11187.5478766894        41.0256700336279                       0      -0.209980887388694   1.83100000867853E-005    0.000175122921984419                       0       -47.5286003594418                       0                       0                       0        10962.4994894262        10708.7927081711                       1                       1                       1 
                  0.005                 -0.0005      0.0386969849246231        1.16821888863963        427.050872236227       0.118247040570038       -986.393367088446      -0.680251942664493        299.162900965348          300.0000460987                       0                       0                       0                       0                       0                       0                       0        12090.7553878937        41.0072134597968                       0      -0.205351796701081   1.83100000867853E-005    0.000170654462312583                       0       -395.403413930792                       0                       0                       0        10962.4994894262        10709.1841372171                       1                       1                       1 
                  0.005                 -0.0005      0.0388974874371859        1.16821706646133        901.587268414846       0.118173530744128       -986.178584881139        -1.6964837983515        299.164010817839        300.000112724883                       0                       0                       0                       0                       0                       0                       0        13357.5301474538          40.98183634212                       0      -0.196939901420788   1.83100000867853E-005    0.000164336088214126                       0       -872.898497991772                       0                       0                       0        10962.4994894262        10709.5809995339                       1                       1                       1 
                  0.005                 -0.0005      0.0390979899497487        1.16821520159954        1378.57018519619        0.11809946525309       -985.964696832599       -2.72294205896967        299.165129503169        300.000179981838                       0                       0                       0                       0                       0                       0                       0        14632.6506859816         40.956267472205                       0      -0.188465860061507   1.83100000867853E-005    0.000157967462015253                       0       -1352.81805581903                       0                       0                       0        10962.4994797842        10709.9784704855                       1                       1                       1 
                  0.005                 -0.0005      0.0392984924623116        1.16820083242019        1772.72162435235       0.113857476741989       -985.777351699671       -38.3390680740551        299.169366602622        299.974013724433                       0   7.61712240846198E-008                       0  -8.95602144265917E-006       0.297076720661413                       0                       0        22518.5097405869        39.4852584881659                       0      -0.175232391881733   1.83100000867853E-005    0.000155160487252237                       0       -1749.71548186517                       0        4.40370203743796        1.03323166809417        11369.2115233881        10710.3520912534                       1                       1                       1 
                  0.005                 -0.0005      0.0394989949748744        1.16809749167608        1772.37355402069       0.081314039796391       -985.831802873576       -309.205607835528        299.195673501505        299.770323067966                       0   6.69311964592682E-007                       0  -7.86493306328342E-005        2.61039573806518                       0                       0        76133.7814681075        28.1993420111535                       0      -0.125323019615021   1.83100000867853E-005     0.00017332947878874                       0       -1749.31766989222                       0        38.6828032189646        9.08800463045183         14534.002372524        10710.6070455594                       1                       1                       1 
                  0.005                 -0.0005      0.0396994974874372        1.16799024149065        1771.99717909366      0.0487734114823525        -985.88837155885       -580.025199281098        299.222971820929        299.567666492689                       0   1.26376382851685E-006                       0   -0.000148351611805314        4.92882972664888                       0                       0        130771.696090426        16.9143984339297                       0     -0.0749393554620699   1.83100000867853E-005    0.000192300021718584                       0       -1748.90432865647                       0        72.9995766694193        17.1887349743955        17698.7937423505        10710.8665714125                       1                       1                       1 
                  0.005                 -0.0005                  0.0399         1.1678850961034        1771.63604303474      0.0162312710334182       -985.943800200385        -850.87006715938        299.249736370949        299.364453180006                       0   1.85750979869035E-006                       0   -0.000218049062565828        7.24450987364415                       0                       0         184859.03155314        5.62893105866081                       0     -0.0248110445996686   1.83100000867853E-005     0.00021083901860751                       0         -1748.499348197                       0         107.29606780405        25.2647223932577        20863.5845914864        10711.1236359973                       1                       1                       1 
